,index,Event,Recruit,Walk On,Tryout,College,Team,Recruit numeric,Walk On numeric,Tryout numeric
3981,7,100m,11.83,12.35,13.35,University of Pennsylvania,womens,11.83,12.35,13.35
3982,8,100m H,14.10,14.62,15.02,University of Pennsylvania,womens,14.1,14.62,15.02
3983,9,Discus,142' 6,138' 5,128' 10,University of Pennsylvania,womens,1710.0,1661.0,1546.0
3984,10,High Jump,5' 7,5' 2,5' 0,University of Pennsylvania,womens,67.0,62.0,60.0
3985,11,Javelin,140' 9,134' 8,129' 7,University of Pennsylvania,womens,1689.0,1616.0,1555.0
3986,12,Long Jump,18' 6,17' 4,16' 6,University of Pennsylvania,womens,222.0,208.0,198.0
3987,13,Pole Vault,12' 6,12' 1,11' 6,University of Pennsylvania,womens,150.0,145.0,138.0
3988,14,Shot Put,38' 8,36' 4,34' 8,University of Pennsylvania,womens,464.0,436.0,416.0
3989,15,Triple Jump,40' 1,37' 1,34' 3,University of Pennsylvania,womens,481.0,445.0,411.0
3990,0,5K XC,15:21,15:57,16:39,University of Pittsburgh-Pittsburgh Campus,mens,921.0,957.0,999.0
3991,1,3200m,9:19,9:26,9:36,University of Pittsburgh-Pittsburgh Campus,mens,559.0,566.0,576.0
3992,2,1600m,4:18,4:24,4:29,University of Pittsburgh-Pittsburgh Campus,mens,258.0,264.0,269.0
3993,3,800m,1:54,1:57,2:03,University of Pittsburgh-Pittsburgh Campus,mens,114.0,117.0,123.0
3994,4,400m,47.68,48.71,49.97,University of Pittsburgh-Pittsburgh Campus,mens,47.68,48.71,49.97
3995,5,300m H,37.28,38.78,39.80,University of Pittsburgh-Pittsburgh Campus,mens,37.28,38.78,39.8
3996,6,200m,21.41,21.87,23.73,University of Pittsburgh-Pittsburgh Campus,mens,21.41,21.87,23.73
3997,7,110m H,13.90,14.26,14.52,University of Pittsburgh-Pittsburgh Campus,mens,13.9,14.26,14.52
3998,8,100m,10.58,10.99,11.53,University of Pittsburgh-Pittsburgh Campus,mens,10.58,10.99,11.53
3999,9,Discus,158' 5,152' 9,142' 0,University of Pittsburgh-Pittsburgh Campus,mens,1901.0,1833.0,1704.0
4000,10,Javelin,208' 8,203' 2,202' 0,University of Pittsburgh-Pittsburgh Campus,mens,2504.0,2438.0,2424.0
4001,11,Long Jump,23' 2,22' 4,21' 6,University of Pittsburgh-Pittsburgh Campus,mens,278.0,268.0,258.0
4002,12,Shot Put,51' 11,51' 6,51' 4,University of Pittsburgh-Pittsburgh Campus,mens,623.0,618.0,616.0
4003,0,5K XC,18:32,19:13,20:17,University of Pittsburgh-Pittsburgh Campus,womens,1112.0,1153.0,1217.0
4004,1,3200m,10:56,11:09,11:33,University of Pittsburgh-Pittsburgh Campus,womens,656.0,669.0,693.0
4005,2,1600m,5:02,5:11,5:17,University of Pittsburgh-Pittsburgh Campus,womens,302.0,311.0,317.0
4006,3,800m,2:16,2:21,2:25,University of Pittsburgh-Pittsburgh Campus,womens,136.0,141.0,145.0
4007,4,400m,55.53,56.72,58.11,University of Pittsburgh-Pittsburgh Campus,womens,55.53,56.72,58.11
4008,5,300m H,41.91,43.83,45.66,University of Pittsburgh-Pittsburgh Campus,womens,41.91,43.83,45.66
4009,6,200m,24.39,25.39,26.35,University of Pittsburgh-Pittsburgh Campus,womens,24.39,25.39,26.35
4010,7,100m,11.81,12.15,12.35,University of Pittsburgh-Pittsburgh Campus,womens,11.81,12.15,12.35
4011,8,100m H,14.28,14.46,14.80,University of Pittsburgh-Pittsburgh Campus,womens,14.28,14.46,14.8
4012,9,Discus,125' 2,120' 0,113' 5,University of Pittsburgh-Pittsburgh Campus,womens,1502.0,1440.0,1361.0
4013,10,High Jump,5' 6,5' 4,5' 0,University of Pittsburgh-Pittsburgh Campus,womens,66.0,64.0,60.0
4014,11,Long Jump,18' 6,17' 9,16' 5,University of Pittsburgh-Pittsburgh Campus,womens,222.0,213.0,197.0
4015,12,Shot Put,45' 2,41' 0,37' 11,University of Pittsburgh-Pittsburgh Campus,womens,542.0,492.0,455.0
4016,13,Triple Jump,39' 4,38' 0,35' 0,University of Pittsburgh-Pittsburgh Campus,womens,472.0,456.0,420.0
4017,0,5K XC,15:52,16:17,16:56,University of Richmond,mens,952.0,977.0,1016.0
4018,1,3200m,9:36,9:54,10:23,University of Richmond,mens,576.0,594.0,623.0
4019,2,1600m,4:26,4:34,4:44,University of Richmond,mens,266.0,274.0,284.0
4020,0,5K XC,18:24,19:09,19:50,University of Richmond,womens,1104.0,1149.0,1190.0
4021,1,3200m,10:46,11:03,11:12,University of Richmond,womens,646.0,663.0,672.0
4022,2,1600m,4:58,5:04,5:11,University of Richmond,womens,298.0,304.0,311.0
4023,3,800m,2:11,2:15,2:18,University of Richmond,womens,131.0,135.0,138.0
4024,4,400m,55.75,58.11,59.77,University of Richmond,womens,55.75,58.11,59.77
4025,5,300m H,45.87,47.52,49.28,University of Richmond,womens,45.87,47.52,49.28
4026,6,200m,25.08,25.94,26.46,University of Richmond,womens,25.08,25.94,26.46
4027,7,100m,12.19,12.52,12.66,University of Richmond,womens,12.19,12.52,12.66
4028,8,100m H,14.64,15.17,15.97,University of Richmond,womens,14.64,15.17,15.97
4029,9,Long Jump,18' 5,17' 9,17' 3,University of Richmond,womens,221.0,213.0,207.0
4030,10,Triple Jump,37' 4,37' 0,35' 8,University of Richmond,womens,448.0,444.0,428.0
4031,0,5K XC,16:30,17:22,18:41,University of Rochester,mens,990.0,1042.0,1121.0
4032,1,3200m,9:56,10:15,10:39,University of Rochester,mens,596.0,615.0,639.0
4033,2,1600m,4:33,4:48,5:02,University of Rochester,mens,273.0,288.0,302.0
4034,3,800m,1:59,2:02,2:06,University of Rochester,mens,119.0,122.0,126.0
4035,4,400m,51.26,54.52,57.32,University of Rochester,mens,51.26,54.52,57.32
4036,5,300m H,41.70,43.10,45.14,University of Rochester,mens,41.7,43.1,45.14
4037,6,200m,23.47,24.41,25.19,University of Rochester,mens,23.47,24.41,25.19
4038,7,110m H,15.88,16.65,17.46,University of Rochester,mens,15.88,16.65,17.46
4039,8,100m,11.18,11.29,11.38,University of Rochester,mens,11.18,11.29,11.38
4040,9,Javelin,168' 3,150' 7,141' 2,University of Rochester,mens,2019.0,1807.0,1694.0
4041,10,Long Jump,20' 4,18' 10,16' 0,University of Rochester,mens,244.0,226.0,192.0
4042,11,Pole Vault,14' 0,12' 8,10' 6,University of Rochester,mens,168.0,152.0,126.0
4043,12,Triple Jump,42' 4,40' 6,36' 11,University of Rochester,mens,508.0,486.0,443.0
4044,0,5K XC,20:21,21:04,21:58,University of Rochester,womens,1221.0,1264.0,1318.0
4045,1,3200m,12:02,12:25,13:07,University of Rochester,womens,722.0,745.0,787.0
4046,2,1600m,5:30,5:45,5:55,University of Rochester,womens,330.0,345.0,355.0
4047,3,800m,2:23,2:32,2:40,University of Rochester,womens,143.0,152.0,160.0
4048,4,400m,59.56,1:04,1:07,University of Rochester,womens,59.56,64.0,67.0
4049,5,300m H,45.21,46.99,48.61,University of Rochester,womens,45.21,46.99,48.61
4050,6,200m,25.71,26.82,27.45,University of Rochester,womens,25.71,26.82,27.45
4051,7,100m,12.16,13.00,13.49,University of Rochester,womens,12.16,13.0,13.49
4052,8,100m H,16.14,16.32,16.93,University of Rochester,womens,16.14,16.32,16.93
4053,9,High Jump,5' 3,5' 1,5' 0,University of Rochester,womens,63.0,61.0,60.0
4054,10,Long Jump,17' 0,16' 9,16' 5,University of Rochester,womens,204.0,201.0,197.0
4055,11,Triple Jump,35' 6,33' 11,29' 1,University of Rochester,womens,426.0,407.0,349.0
4056,0,5K XC,16:06,16:33,17:09,University of San Diego,mens,966.0,993.0,1029.0
4057,1,3200m,9:44,10:04,10:38,University of San Diego,mens,584.0,604.0,638.0
4058,2,1600m,4:27,4:37,4:47,University of San Diego,mens,267.0,277.0,287.0
4059,0,5K XC,18:56,19:51,21:07,University of San Diego,womens,1136.0,1191.0,1267.0
4060,1,3200m,11:25,11:49,12:10,University of San Diego,womens,685.0,709.0,730.0
4061,2,1600m,5:16,5:22,5:33,University of San Diego,womens,316.0,322.0,333.0
4062,3,800m,2:21,2:25,2:30,University of San Diego,womens,141.0,145.0,150.0
4063,4,400m,1:01,1:03,1:04,University of San Diego,womens,61.0,63.0,64.0
4064,5,200m,26.18,27.26,28.02,University of San Diego,womens,26.18,27.26,28.02
4065,6,100m,12.78,13.50,14.00,University of San Diego,womens,12.78,13.5,14.0
4066,0,3200m,9:28,9:33,9:36,University of South Carolina-Columbia,mens,568.0,573.0,576.0
4067,1,1600m,4:21,4:26,4:34,University of South Carolina-Columbia,mens,261.0,266.0,274.0
4068,2,800m,1:55,1:57,1:58,University of South Carolina-Columbia,mens,115.0,117.0,118.0
4069,3,400m,47.04,48.42,49.95,University of South Carolina-Columbia,mens,47.04,48.42,49.95
4070,4,300m H,36.85,38.33,39.20,University of South Carolina-Columbia,mens,36.85,38.33,39.2
4071,5,200m,21.31,21.96,22.49,University of South Carolina-Columbia,mens,21.31,21.96,22.49
4072,6,110m H,13.76,14.42,14.77,University of South Carolina-Columbia,mens,13.76,14.42,14.77
4073,7,100m,10.43,10.74,11.05,University of South Carolina-Columbia,mens,10.43,10.74,11.05
4074,8,Discus,188' 5,176' 3,155' 1,University of South Carolina-Columbia,mens,2261.0,2115.0,1861.0
4075,9,High Jump,6' 8,6' 3,5' 6,University of South Carolina-Columbia,mens,80.0,75.0,66.0
4076,10,Long Jump,23' 8,21' 10,20' 6,University of South Carolina-Columbia,mens,284.0,262.0,246.0
4077,11,Pole Vault,16' 3,14' 11,13' 8,University of South Carolina-Columbia,mens,195.0,179.0,164.0
4078,12,Shot Put,67' 3,63' 11,58' 6,University of South Carolina-Columbia,mens,807.0,767.0,702.0
4079,13,Triple Jump,49' 5,45' 3,42' 7,University of South Carolina-Columbia,mens,593.0,543.0,511.0
4080,0,5K XC,18:45,19:28,20:42,University of South Carolina-Columbia,womens,1125.0,1168.0,1242.0
4081,1,3200m,11:17,11:31,11:42,University of South Carolina-Columbia,womens,677.0,691.0,702.0
4082,2,1600m,5:05,5:12,5:18,University of South Carolina-Columbia,womens,305.0,312.0,318.0
4083,3,800m,2:15,2:18,2:20,University of South Carolina-Columbia,womens,135.0,138.0,140.0
4084,4,400m,54.03,56.09,58.43,University of South Carolina-Columbia,womens,54.03,56.09,58.43
4085,5,300m H,41.46,42.71,43.12,University of South Carolina-Columbia,womens,41.46,42.71,43.12
4086,6,200m,23.68,24.53,25.53,University of South Carolina-Columbia,womens,23.68,24.53,25.53
4087,7,100m,11.73,12.11,12.55,University of South Carolina-Columbia,womens,11.73,12.11,12.55
4088,8,100m H,13.66,14.04,14.70,University of South Carolina-Columbia,womens,13.66,14.04,14.7
4089,9,Discus,150' 10,144' 0,125' 6,University of South Carolina-Columbia,womens,1810.0,1728.0,1506.0
4090,10,High Jump,5' 6,5' 5,5' 2,University of South Carolina-Columbia,womens,66.0,65.0,62.0
4091,11,Long Jump,18' 9,18' 1,17' 4,University of South Carolina-Columbia,womens,225.0,217.0,208.0
4092,12,Pole Vault,12' 5,12' 2,11' 6,University of South Carolina-Columbia,womens,149.0,146.0,138.0
4093,0,5K XC,15:57,16:15,16:47,University of South Florida-Main Campus,mens,957.0,975.0,1007.0
4094,1,3200m,9:38,9:48,9:55,University of South Florida-Main Campus,mens,578.0,588.0,595.0
4095,2,1600m,4:19,4:25,4:32,University of South Florida-Main Campus,mens,259.0,265.0,272.0
4096,3,800m,1:55,2:02,2:07,University of South Florida-Main Campus,mens,115.0,122.0,127.0
4097,4,400m,47.79,49.10,49.96,University of South Florida-Main Campus,mens,47.79,49.1,49.96
4098,5,300m H,36.85,38.45,39.90,University of South Florida-Main Campus,mens,36.85,38.45,39.9
4099,6,200m,21.31,22.02,23.20,University of South Florida-Main Campus,mens,21.31,22.02,23.2
4100,7,110m H,14.13,14.92,15.54,University of South Florida-Main Campus,mens,14.13,14.92,15.54
4101,8,100m,10.44,10.73,10.87,University of South Florida-Main Campus,mens,10.44,10.73,10.87
4102,9,Discus,188' 11,183' 11,176' 10,University of South Florida-Main Campus,mens,2267.0,2207.0,2122.0
4103,10,High Jump,6' 10,6' 4,6' 0,University of South Florida-Main Campus,mens,82.0,76.0,72.0
4104,11,Long Jump,23' 4,22' 0,20' 10,University of South Florida-Main Campus,mens,280.0,264.0,250.0
4105,12,Pole Vault,16' 2,15' 8,15' 0,University of South Florida-Main Campus,mens,194.0,188.0,180.0
4106,13,Shot Put,54' 9,51' 6,48' 7,University of South Florida-Main Campus,mens,657.0,618.0,583.0
4107,14,Triple Jump,48' 7,45' 0,42' 3,University of South Florida-Main Campus,mens,583.0,540.0,507.0
4108,0,5K XC,19:53,21:02,22:24,University of South Florida-Main Campus,womens,1193.0,1262.0,1344.0
4109,1,3200m,11:53,12:23,12:49,University of South Florida-Main Campus,womens,713.0,743.0,769.0
4110,2,1600m,5:22,5:36,5:51,University of South Florida-Main Campus,womens,322.0,336.0,351.0
4111,3,800m,2:25,2:32,2:39,University of South Florida-Main Campus,womens,145.0,152.0,159.0
4112,4,400m,57.09,1:02,1:06,University of South Florida-Main Campus,womens,57.09,62.0,66.0
4113,5,300m H,42.89,44.76,45.82,University of South Florida-Main Campus,womens,42.89,44.76,45.82
4114,6,200m,24.32,25.36,26.81,University of South Florida-Main Campus,womens,24.32,25.36,26.81
4115,7,100m,11.87,12.08,12.34,University of South Florida-Main Campus,womens,11.87,12.08,12.34
4116,8,100m H,14.18,14.47,14.89,University of South Florida-Main Campus,womens,14.18,14.47,14.89
4117,9,Discus,128' 5,122' 1,110' 0,University of South Florida-Main Campus,womens,1541.0,1465.0,1320.0
4118,10,High Jump,5' 7,5' 5,5' 4,University of South Florida-Main Campus,womens,67.0,65.0,64.0
4119,11,Long Jump,19' 0,17' 7,16' 5,University of South Florida-Main Campus,womens,228.0,211.0,197.0
4120,12,Pole Vault,12' 9,11' 6,10' 6,University of South Florida-Main Campus,womens,153.0,138.0,126.0
4121,13,Shot Put,36' 2,35' 8,34' 10,University of South Florida-Main Campus,womens,434.0,428.0,418.0
4122,14,Triple Jump,39' 3,37' 6,35' 7,University of South Florida-Main Campus,womens,471.0,450.0,427.0
4123,0,3200m,9:36,9:41,9:49,University of Southern California,mens,576.0,581.0,589.0
4124,1,1600m,4:16,4:23,4:29,University of Southern California,mens,256.0,263.0,269.0
4125,2,800m,1:51,1:55,2:01,University of Southern California,mens,111.0,115.0,121.0
4126,3,400m,45.65,47.94,49.82,University of Southern California,mens,45.65,47.94,49.82
4127,4,300m H,36.86,37.82,38.69,University of Southern California,mens,36.86,37.82,38.69
4128,5,200m,20.71,21.43,22.29,University of Southern California,mens,20.71,21.43,22.29
4129,6,110m H,13.62,13.90,14.69,University of Southern California,mens,13.62,13.9,14.69
4130,7,100m,10.35,10.66,10.95,University of Southern California,mens,10.35,10.66,10.95
4131,8,Discus,163' 4,161' 2,154' 4,University of Southern California,mens,1960.0,1934.0,1852.0
4132,9,High Jump,6' 11,6' 7,6' 1,University of Southern California,mens,83.0,79.0,73.0
4133,10,Long Jump,23' 11,22' 3,20' 0,University of Southern California,mens,287.0,267.0,240.0
4134,11,Triple Jump,48' 11,46' 5,42' 0,University of Southern California,mens,587.0,557.0,504.0
4135,0,5K XC,18:13,19:09,20:10,University of Southern California,womens,1093.0,1149.0,1210.0
4136,1,3200m,10:51,11:22,11:47,University of Southern California,womens,651.0,682.0,707.0
4137,2,1600m,4:48,5:07,5:20,University of Southern California,womens,288.0,307.0,320.0
4138,3,800m,2:10,2:16,2:25,University of Southern California,womens,130.0,136.0,145.0
4139,4,400m,52.28,55.68,59.26,University of Southern California,womens,52.28,55.68,59.26
4140,5,300m H,40.42,42.64,45.46,University of Southern California,womens,40.42,42.64,45.46
4141,6,200m,23.39,24.26,25.55,University of Southern California,womens,23.39,24.26,25.55
4142,7,100m,11.42,11.85,12.35,University of Southern California,womens,11.42,11.85,12.35
4143,8,100m H,12.95,13.61,14.52,University of Southern California,womens,12.95,13.61,14.52
4144,9,Discus,154' 1,148' 6,132' 10,University of Southern California,womens,1849.0,1782.0,1594.0
4145,10,High Jump,5' 9,5' 5,5' 0,University of Southern California,womens,69.0,65.0,60.0
4146,11,Javelin,119' 5,117' 0,104' 8,University of Southern California,womens,1433.0,1404.0,1256.0
4147,12,Long Jump,20' 8,18' 8,16' 10,University of Southern California,womens,248.0,224.0,202.0
4148,13,Shot Put,44' 2,42' 8,40' 5,University of Southern California,womens,530.0,512.0,485.0
4149,14,Triple Jump,40' 0,37' 7,36' 2,University of Southern California,womens,480.0,451.0,434.0
4150,0,5K XC,16:12,16:51,17:44,University of Vermont,mens,972.0,1011.0,1064.0
4151,1,3200m,9:42,9:59,10:24,University of Vermont,mens,582.0,599.0,624.0
4152,2,1600m,4:25,4:32,4:41,University of Vermont,mens,265.0,272.0,281.0
4153,3,800m,1:58,2:03,2:08,University of Vermont,mens,118.0,123.0,128.0
4154,4,400m,50.12,52.33,54.12,University of Vermont,mens,50.12,52.33,54.12
4155,5,300m H,41.15,43.40,44.75,University of Vermont,mens,41.15,43.4,44.75
4156,6,200m,22.47,23.58,25.13,University of Vermont,mens,22.47,23.58,25.13
4157,7,110m H,16.09,17.08,17.88,University of Vermont,mens,16.09,17.08,17.88
4158,8,100m,11.24,11.64,12.10,University of Vermont,mens,11.24,11.64,12.1
4159,9,High Jump,6' 0,6' 0,6' 0,University of Vermont,mens,72.0,72.0,72.0
4160,10,Javelin,146' 10,145' 0,141' 3,University of Vermont,mens,1762.0,1740.0,1695.0
4161,11,Long Jump,21' 3,20' 8,19' 11,University of Vermont,mens,255.0,248.0,239.0
4162,12,Pole Vault,13' 9,13' 8,13' 0,University of Vermont,mens,165.0,164.0,156.0
4163,13,Triple Jump,44' 1,43' 5,42' 8,University of Vermont,mens,529.0,521.0,512.0
4164,0,5K XC,19:21,20:12,21:14,University of Vermont,womens,1161.0,1212.0,1274.0
4165,1,3200m,11:16,11:41,12:00,University of Vermont,womens,676.0,701.0,720.0
4166,2,1600m,5:16,5:23,5:30,University of Vermont,womens,316.0,323.0,330.0
4167,3,800m,2:22,2:32,2:39,University of Vermont,womens,142.0,152.0,159.0
4168,4,400m,59.30,1:02,1:06,University of Vermont,womens,59.3,62.0,66.0
4169,5,300m H,44.81,47.04,49.29,University of Vermont,womens,44.81,47.04,49.29
4170,6,200m,25.99,27.37,28.59,University of Vermont,womens,25.99,27.37,28.59
4171,7,100m,12.72,13.21,13.66,University of Vermont,womens,12.72,13.21,13.66
4172,8,100m H,16.12,16.93,17.96,University of Vermont,womens,16.12,16.93,17.96
4173,9,High Jump,5' 2,5' 0,4' 10,University of Vermont,womens,62.0,60.0,58.0
4174,10,Javelin,117' 0,111' 2,104' 10,University of Vermont,womens,1404.0,1334.0,1258.0
4175,11,Long Jump,17' 4,16' 8,15' 6,University of Vermont,womens,208.0,200.0,186.0
4176,12,Pole Vault,10' 6,10' 3,10' 0,University of Vermont,womens,126.0,123.0,120.0
4177,13,Triple Jump,36' 0,35' 1,33' 5,University of Vermont,womens,432.0,421.0,401.0
4178,0,5K XC,15:05,15:40,16:39,University of Virginia-Main Campus,mens,905.0,940.0,999.0
4179,1,3200m,9:08,9:20,9:32,University of Virginia-Main Campus,mens,548.0,560.0,572.0
4180,2,1600m,4:14,4:20,4:25,University of Virginia-Main Campus,mens,254.0,260.0,265.0
4181,3,800m,1:51,1:55,1:58,University of Virginia-Main Campus,mens,111.0,115.0,118.0
4182,4,400m,47.94,49.13,50.51,University of Virginia-Main Campus,mens,47.94,49.13,50.51
4183,5,300m H,36.87,38.66,39.44,University of Virginia-Main Campus,mens,36.87,38.66,39.44
4184,6,200m,21.73,22.06,22.87,University of Virginia-Main Campus,mens,21.73,22.06,22.87
4185,7,110m H,13.70,14.35,14.75,University of Virginia-Main Campus,mens,13.7,14.35,14.75
4186,8,100m,10.84,11.08,11.25,University of Virginia-Main Campus,mens,10.84,11.08,11.25
4187,9,High Jump,6' 6,6' 3,6' 0,University of Virginia-Main Campus,mens,78.0,75.0,72.0
4188,10,Long Jump,23' 5,22' 0,20' 8,University of Virginia-Main Campus,mens,281.0,264.0,248.0
4189,11,Pole Vault,15' 6,14' 6,13' 3,University of Virginia-Main Campus,mens,186.0,174.0,159.0
4190,12,Shot Put,48' 9,47' 10,46' 8,University of Virginia-Main Campus,mens,585.0,574.0,560.0
4191,13,Triple Jump,47' 5,46' 2,43' 0,University of Virginia-Main Campus,mens,569.0,554.0,516.0
4192,0,5K XC,17:41,18:30,19:20,University of Virginia-Main Campus,womens,1061.0,1110.0,1160.0
4193,1,3200m,10:29,10:54,11:14,University of Virginia-Main Campus,womens,629.0,654.0,674.0
4194,2,1600m,4:52,5:02,5:15,University of Virginia-Main Campus,womens,292.0,302.0,315.0
4195,3,800m,2:11,2:15,2:19,University of Virginia-Main Campus,womens,131.0,135.0,139.0
4196,4,400m,55.49,58.15,1:01,University of Virginia-Main Campus,womens,55.49,58.15,61.0
4197,5,300m H,43.89,45.14,45.93,University of Virginia-Main Campus,womens,43.89,45.14,45.93
4198,6,200m,24.45,25.08,25.57,University of Virginia-Main Campus,womens,24.45,25.08,25.57
4199,7,100m,11.85,12.06,12.76,University of Virginia-Main Campus,womens,11.85,12.06,12.76
4200,8,100m H,14.30,14.50,14.89,University of Virginia-Main Campus,womens,14.3,14.5,14.89
4201,9,Discus,159' 4,147' 8,129' 9,University of Virginia-Main Campus,womens,1912.0,1772.0,1557.0
4202,10,High Jump,5' 8,5' 3,5' 0,University of Virginia-Main Campus,womens,68.0,63.0,60.0
4203,11,Javelin,131' 0,124' 1,117' 0,University of Virginia-Main Campus,womens,1572.0,1489.0,1404.0
4204,12,Long Jump,19' 2,18' 1,16' 9,University of Virginia-Main Campus,womens,230.0,217.0,201.0
4205,13,Pole Vault,12' 7,12' 3,11' 3,University of Virginia-Main Campus,womens,151.0,147.0,135.0
4206,14,Shot Put,39' 9,36' 5,34' 11,University of Virginia-Main Campus,womens,477.0,437.0,419.0
4207,15,Triple Jump,38' 11,37' 8,35' 10,University of Virginia-Main Campus,womens,467.0,452.0,430.0
4208,0,5K XC,14:58,15:19,15:50,University of Washington-Seattle Campus,mens,898.0,919.0,950.0
4209,1,3200m,8:56,9:11,9:26,University of Washington-Seattle Campus,mens,536.0,551.0,566.0
4210,2,1600m,4:08,4:14,4:23,University of Washington-Seattle Campus,mens,248.0,254.0,263.0
4211,3,800m,1:50,1:55,1:59,University of Washington-Seattle Campus,mens,110.0,115.0,119.0
4212,4,400m,47.90,49.47,50.72,University of Washington-Seattle Campus,mens,47.9,49.47,50.72
4213,5,300m H,37.67,38.22,39.38,University of Washington-Seattle Campus,mens,37.67,38.22,39.38
4214,6,200m,21.31,21.81,22.46,University of Washington-Seattle Campus,mens,21.31,21.81,22.46
4215,7,110m H,14.40,14.82,15.54,University of Washington-Seattle Campus,mens,14.4,14.82,15.54
4216,8,100m,10.52,11.33,12.07,University of Washington-Seattle Campus,mens,10.52,11.33,12.07
4217,9,Discus,186' 2,177' 4,153' 11,University of Washington-Seattle Campus,mens,2234.0,2128.0,1847.0
4218,10,High Jump,6' 8,6' 2,5' 10,University of Washington-Seattle Campus,mens,80.0,74.0,70.0
4219,11,Javelin,204' 0,197' 8,184' 0,University of Washington-Seattle Campus,mens,2448.0,2372.0,2208.0
4220,12,Long Jump,22' 7,21' 2,20' 3,University of Washington-Seattle Campus,mens,271.0,254.0,243.0
4221,13,Pole Vault,17' 3,15' 10,13' 11,University of Washington-Seattle Campus,mens,207.0,190.0,167.0
4222,14,Shot Put,63' 8,61' 1,55' 11,University of Washington-Seattle Campus,mens,764.0,733.0,671.0
4223,15,Triple Jump,48' 4,45' 11,42' 5,University of Washington-Seattle Campus,mens,580.0,551.0,509.0
4224,0,5K XC,17:14,17:53,18:46,University of Washington-Seattle Campus,womens,1034.0,1073.0,1126.0
4225,1,3200m,10:15,10:39,11:06,University of Washington-Seattle Campus,womens,615.0,639.0,666.0
4226,2,1600m,4:46,4:57,5:08,University of Washington-Seattle Campus,womens,286.0,297.0,308.0
4227,3,800m,2:08,2:14,2:20,University of Washington-Seattle Campus,womens,128.0,134.0,140.0
4228,4,400m,56.10,57.49,58.48,University of Washington-Seattle Campus,womens,56.1,57.49,58.48
4229,5,300m H,41.18,43.14,45.59,University of Washington-Seattle Campus,womens,41.18,43.14,45.59
4230,6,200m,24.58,25.53,27.39,University of Washington-Seattle Campus,womens,24.58,25.53,27.39
4231,7,100m,11.82,12.06,12.33,University of Washington-Seattle Campus,womens,11.82,12.06,12.33
4232,8,100m H,14.00,14.34,15.34,University of Washington-Seattle Campus,womens,14.0,14.34,15.34
4233,9,Discus,137' 11,129' 4,122' 7,University of Washington-Seattle Campus,womens,1655.0,1552.0,1471.0
4234,10,High Jump,5' 5,5' 3,5' 0,University of Washington-Seattle Campus,womens,65.0,63.0,60.0
4235,11,Javelin,147' 4,136' 8,126' 7,University of Washington-Seattle Campus,womens,1768.0,1640.0,1519.0
4236,12,Long Jump,18' 5,17' 9,16' 7,University of Washington-Seattle Campus,womens,221.0,213.0,199.0
4237,13,Pole Vault,12' 7,11' 9,10' 6,University of Washington-Seattle Campus,womens,151.0,141.0,126.0
4238,14,Shot Put,42' 6,40' 10,37' 5,University of Washington-Seattle Campus,womens,510.0,490.0,449.0
4239,15,Triple Jump,38' 10,37' 0,34' 11,University of Washington-Seattle Campus,womens,466.0,444.0,419.0
4240,0,5K XC,14:54,15:18,15:59,University of Wisconsin-Madison,mens,894.0,918.0,959.0
4241,1,3200m,8:59,9:14,9:28,University of Wisconsin-Madison,mens,539.0,554.0,568.0
4242,2,1600m,4:10,4:17,4:25,University of Wisconsin-Madison,mens,250.0,257.0,265.0
4243,3,800m,1:52,1:55,1:58,University of Wisconsin-Madison,mens,112.0,115.0,118.0
4244,4,400m,48.54,49.72,51.29,University of Wisconsin-Madison,mens,48.54,49.72,51.29
4245,5,300m H,37.75,38.36,39.18,University of Wisconsin-Madison,mens,37.75,38.36,39.18
4246,6,200m,21.60,22.25,24.35,University of Wisconsin-Madison,mens,21.6,22.25,24.35
4247,7,110m H,14.42,14.51,14.64,University of Wisconsin-Madison,mens,14.42,14.51,14.64
4248,8,100m,10.64,11.01,11.79,University of Wisconsin-Madison,mens,10.64,11.01,11.79
4249,9,Discus,183' 8,168' 5,152' 4,University of Wisconsin-Madison,mens,2204.0,2021.0,1828.0
4250,10,High Jump,6' 8,6' 5,6' 0,University of Wisconsin-Madison,mens,80.0,77.0,72.0
4251,11,Javelin,169' 4,155' 5,150' 1,University of Wisconsin-Madison,mens,2032.0,1865.0,1801.0
4252,12,Long Jump,23' 1,20' 9,17' 10,University of Wisconsin-Madison,mens,277.0,249.0,214.0
4253,13,Pole Vault,15' 8,14' 10,13' 11,University of Wisconsin-Madison,mens,188.0,178.0,167.0
4254,14,Shot Put,63' 3,60' 10,56' 6,University of Wisconsin-Madison,mens,759.0,730.0,678.0
4255,15,Triple Jump,47' 2,46' 0,44' 5,University of Wisconsin-Madison,mens,566.0,552.0,533.0
4256,0,5K XC,17:44,18:35,19:17,University of Wisconsin-Madison,womens,1064.0,1115.0,1157.0
4257,1,3200m,10:44,11:01,11:16,University of Wisconsin-Madison,womens,644.0,661.0,676.0
4258,2,1600m,4:56,5:09,5:23,University of Wisconsin-Madison,womens,296.0,309.0,323.0
4259,3,800m,2:14,2:22,2:26,University of Wisconsin-Madison,womens,134.0,142.0,146.0
4260,4,400m,57.32,59.51,1:01,University of Wisconsin-Madison,womens,57.32,59.51,61.0
4261,5,300m H,43.61,44.12,45.41,University of Wisconsin-Madison,womens,43.61,44.12,45.41
4262,6,200m,24.39,25.18,26.56,University of Wisconsin-Madison,womens,24.39,25.18,26.56
